id,name,series,kind,rarity,element,cost,attack,defense,text
trap_v8_verdant_02,유성의 뿌리속박,세계수 생명군,trap,common,verdant,2,,,"내 유닛이 파괴될 때, 빈 칸에 2/3 세계수 수호령을 소환."
trap_v8_verdant_03,불멸의 꽃잎반격,원초의 수호령,trap,rare,verdant,2,,,"특수 소환이 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_verdant_04,서약의 숲의매복,세계수 생명군,trap,common,verdant,2,,,"공명 융합이 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_verdant_05,왕실의 세계수방벽,원초의 수호령,trap,rare,verdant,2,,,"계승 진화가 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_verdant_06,검은별의 이끼봉인,세계수 생명군,trap,epic,verdant,3,,,"상대가 주문을 사용할 때, 그 행동을 무효화합니다."
trap_v8_verdant_07,붉은달의 생명역전,원초의 수호령,trap,common,verdant,2,,,"상대가 유닛을 소환할 때, 적 유닛 하나에 2 피해."
trap_v8_verdant_08,천공의 덩굴감옥,세계수 생명군,trap,rare,verdant,2,,,"상대가 코어를 직접 공격할 때, 그 행동을 무효화하고 공격 유닛/상대 코어에 2 피해."
trap_v8_void_01,고대의 무의지평선,일식 공명단,trap,common,void,2,,,"내 유닛이 파괴될 때, 빈 칸에 2/3 공허 수호령을 소환."
trap_v8_void_02,망각의 균열매복,월영 몽환단,trap,rare,void,2,,,"특수 소환이 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_void_03,심연의 심연봉인,심연 포식군,trap,epic,void,3,,,"공명 융합이 발생할 때, 적 유닛 하나에 4 피해."
trap_v8_void_04,붕괴의 그림자역습,일식 공명단,trap,common,void,2,,,"계승 진화가 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_void_05,유리빛 공허장벽,월영 몽환단,trap,rare,void,2,,,"상대가 주문을 사용할 때, 그 행동을 무효화합니다."
trap_v8_void_06,푸른별의 차원덫,심연 포식군,trap,epic,void,3,,,"상대가 유닛을 소환할 때, 적 유닛 하나에 4 피해."
trap_v8_void_07,백은의 소멸반격,일식 공명단,trap,common,void,2,,,"상대가 코어를 직접 공격할 때, 그 행동을 무효화하고 공격 유닛/상대 코어에 2 피해."
trap_v8_void_08,심장부의 흑성결계,월영 몽환단,trap,rare,void,2,,,"내 유닛이 공격받을 때, 아군 유닛 하나에게 공격력 +2, 체력 +2."
trap_v8_neutral_01,유성의 수정반전,수정 자동기,trap,common,neutral,2,,,"특수 소환이 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_neutral_02,불멸의 프리즘봉인,여명 성기사단,trap,rare,neutral,2,,,"공명 융합이 발생할 때, 적 유닛 하나에 2 피해."
trap_v8_neutral_03,서약의 성철방벽,천뢰 기동군,trap,epic,neutral,3,,,"계승 진화가 발생할 때, 적 유닛 하나에 4 피해."
trap_v8_neutral_04,왕실의 기계매복,수정 자동기,trap,common,neutral,2,,,"상대가 주문을 사용할 때, 그 행동을 무효화합니다."
trap_v8_neutral_05,검은별의 합금역전,여명 성기사단,trap,rare,neutral,2,,,"상대가 유닛을 소환할 때, 적 유닛 하나에 2 피해."
trap_v8_neutral_06,붉은달의 기어함정,천뢰 기동군,trap,common,neutral,2,,,"상대가 코어를 직접 공격할 때, 그 행동을 무효화하고 공격 유닛/상대 코어에 2 피해."
trap_v8_neutral_07,천공의 결정결계,수정 자동기,trap,common,neutral,2,,,"내 유닛이 공격받을 때, 아군 유닛 하나에게 공격력 +2, 체력 +2."
trap_v8_neutral_08,경계의 자동기반격,여명 성기사단,trap,epic,neutral,3,,,"내 유닛이 파괴될 때, 빈 칸에 3/3 성철 수호령을 소환."
fusion_v8_01,천식 공명룡,일식 공명단,fusion,legendary,solar,7,8,9,공명 융합. 소환 시 모든 적 유닛에 2 피해.
fusion_v8_02,성뢰 합금거신,일식 공명단,fusion,epic,storm,6,7,8,공명 융합. 소환 시 카드 2장을 뽑습니다.
fusion_v8_03,세계근원 환수,일식 공명단,fusion,epic,verdant,6,8,6,공명 융합. 소환 시 내 코어를 5 회복.
fusion_v8_04,홍뢰 성창황,일식 공명단,fusion,epic,solar,6,6,7,공명 융합. 소환 시 이번 턴 에너지 2 회복.
fusion_v8_05,월식 심연마녀,일식 공명단,fusion,legendary,void,7,9,10,공명 융합. 소환 시 모든 적 유닛에 2 피해.
fusion_v8_06,비취 프리즘수,일식 공명단,fusion,epic,verdant,6,8,6,공명 융합. 소환 시 카드 2장을 뽑습니다.
fusion_v8_07,쌍월 태양기사,일식 공명단,fusion,epic,solar,6,6,7,공명 융합. 소환 시 내 코어를 5 회복.
fusion_v8_08,풍림 천공룡,일식 공명단,fusion,epic,storm,6,7,8,공명 융합. 소환 시 이번 턴 에너지 2 회복.
fusion_v8_09,무광 수정군주,일식 공명단,fusion,legendary,void,7,10,8,공명 융합. 소환 시 모든 적 유닛에 2 피해.
fusion_v8_10,성림 불멸수,일식 공명단,fusion,epic,solar,6,6,7,공명 융합. 소환 시 카드 2장을 뽑습니다.
fusion_v8_11,월뢰 환상기사,일식 공명단,fusion,epic,lunar,6,7,8,공명 융합. 소환 시 내 코어를 5 회복.
fusion_v8_12,심록 포식화,일식 공명단,fusion,epic,verdant,6,8,6,공명 융합. 소환 시 이번 턴 에너지 2 회복.
fusion_v8_13,은정 기계성녀,일식 공명단,fusion,legendary,neutral,7,8,9,공명 융합. 소환 시 모든 적 유닛에 2 피해.
fusion_v8_14,태양성철 황제,일식 공명단,fusion,epic,solar,6,7,8,공명 융합. 소환 시 카드 2장을 뽑습니다.
fusion_v8_15,폭허 차원수,일식 공명단,fusion,epic,storm,6,8,6,공명 융합. 소환 시 내 코어를 5 회복.
fusion_v8_16,월림 꿈결현자,일식 공명단,fusion,epic,lunar,6,6,7,공명 융합. 소환 시 이번 턴 에너지 2 회복.
fusion_v8_17,결정심연 집행자,일식 공명단,fusion,legendary,neutral,7,9,10,공명 융합. 소환 시 모든 적 유닛에 2 피해.
fusion_v8_18,일식 공명황,일식 공명단,fusion,epic,solar,6,8,6,공명 융합. 소환 시 카드 2장을 뽑습니다.
fusion_v8_19,뇌월 천공세라프,일식 공명단,fusion,epic,storm,6,6,7,공명 융합. 소환 시 내 코어를 5 회복.
fusion_v8_20,녹광 태양신수,일식 공명단,fusion,legendary,verdant,7,9,10,공명 융합. 소환 시 이번 턴 에너지 2 회복.
evolution_v8_01,태양계승 성검기사 황,계승자 연대기,evolution,epic,solar,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 모든 적 유닛에 1 피해.
evolution_v8_02,월영계승 몽환사제 오버로드,계승자 연대기,evolution,epic,lunar,5,8,7,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 아군 유닛 하나에게 보호막 3.
evolution_v8_03,폭풍계승 폭풍매 아크,계승자 연대기,evolution,epic,storm,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 상대 코어에 2 피해.
evolution_v8_04,세계수계승 덩굴사냥꾼 프라임,계승자 연대기,evolution,epic,verdant,5,8,7,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 내 코어를 4 회복.
evolution_v8_05,공허계승 식성포식자 레퀴엠,계승자 연대기,evolution,epic,void,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 모든 적 유닛에 1 피해.
evolution_v8_06,성철계승 백금수호자 이터널,계승자 연대기,evolution,legendary,neutral,7,10,9,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 아군 유닛 하나에게 보호막 3.
evolution_v8_07,태양계승 화염용 노바,계승자 연대기,evolution,epic,solar,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 상대 코어에 2 피해.
evolution_v8_08,월영계승 월식사냥꾼 제로,계승자 연대기,evolution,epic,lunar,5,8,7,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 내 코어를 4 회복.
evolution_v8_09,폭풍계승 전류포병 황,계승자 연대기,evolution,epic,storm,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 모든 적 유닛에 1 피해.
evolution_v8_10,세계수계승 뿌리거인 오버로드,계승자 연대기,evolution,epic,verdant,5,8,7,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 아군 유닛 하나에게 보호막 3.
evolution_v8_11,공허계승 소멸기수 아크,계승자 연대기,evolution,epic,void,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 상대 코어에 2 피해.
evolution_v8_12,성철계승 프리즘무희 프라임,계승자 연대기,evolution,legendary,neutral,7,10,9,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 내 코어를 4 회복.
evolution_v8_13,태양계승 홍련늑대 레퀴엠,계승자 연대기,evolution,epic,solar,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 모든 적 유닛에 1 피해.
evolution_v8_14,월영계승 월궁수호자 이터널,계승자 연대기,evolution,epic,lunar,5,8,7,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 아군 유닛 하나에게 보호막 3.
evolution_v8_15,폭풍계승 폭뢰대장 노바,계승자 연대기,evolution,epic,storm,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 상대 코어에 2 피해.
evolution_v8_16,세계수계승 새싹전사 제로,계승자 연대기,evolution,epic,verdant,5,8,7,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 내 코어를 4 회복.
evolution_v8_17,공허계승 균열정령 황,계승자 연대기,evolution,epic,void,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 모든 적 유닛에 1 피해.
evolution_v8_18,성철계승 결정정령 오버로드,계승자 연대기,evolution,legendary,neutral,7,10,9,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 아군 유닛 하나에게 보호막 3.
evolution_v8_19,태양계승 화관수호수 아크,계승자 연대기,evolution,epic,solar,5,7,8,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 상대 코어에 2 피해.
evolution_v8_20,월영계승 꿈의기록자 프라임,계승자 연대기,evolution,legendary,lunar,7,10,9,계승 진화. 진화 전 유닛의 강화 상태를 이어받습니다. 내 코어를 4 회복.
