id,name,kind,rarity,element,cost,series,series_id,summon_mode
trap_v8_lunar_05,아르보리아 리액터 - 시드 셸터,trap,common,lunar,2,세계수권속 아르보리아,arborian,normal
trap_v8_lunar_06,녹턴 미라주 리액터 - 문 페이즈,trap,rare,lunar,2,월영환상 녹턴 미라주,nocturne,normal
trap_v8_lunar_07,아르보리아 리액터 - 가이아 리버스,trap,legendary,lunar,4,세계수권속 아르보리아,arborian,normal
trap_v8_lunar_08,녹턴 미라주 리액터 - 팬텀 리버스,trap,common,lunar,2,월영환상 녹턴 미라주,nocturne,normal
trap_v8_storm_01,프라이멀 가디언 리액터 - 토템 월,trap,epic,storm,3,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_storm_02,템페스트 드라이브 리액터 - 스톰 인터셉트,trap,common,storm,2,천뢰기동 템페스트 드라이브,tempest_drive,normal
trap_v8_storm_03,어비스 리퍼 리액터 - 그레이브 스네어,trap,rare,storm,2,심연포식 어비스 리퍼,abyss_reaper,normal
trap_v8_storm_04,프라이멀 가디언 리액터 - 와일드 카운터,trap,legendary,storm,4,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_storm_05,템페스트 드라이브 리액터 - 터보 카운터,trap,common,storm,2,천뢰기동 템페스트 드라이브,tempest_drive,normal
trap_v8_storm_06,어비스 리퍼 리액터 - 헝거 카운터,trap,rare,storm,2,심연포식 어비스 리퍼,abyss_reaper,normal
trap_v8_storm_07,프라이멀 가디언 리액터 - 스톤 셸,trap,common,storm,2,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_storm_08,템페스트 드라이브 리액터 - 레일 락,trap,rare,storm,2,천뢰기동 템페스트 드라이브,tempest_drive,normal
trap_v8_verdant_01,프라이멀 가디언 리액터 - 비스트 리버스,trap,legendary,verdant,4,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_verdant_02,아르보리아 리액터 - 브룸 가드,trap,common,verdant,2,세계수권속 아르보리아,arborian,normal
trap_v8_verdant_03,프라이멀 가디언 리액터 - 테라 가드,trap,rare,verdant,2,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_verdant_04,아르보리아 리액터 - 에버그린 카운터,trap,common,verdant,2,세계수권속 아르보리아,arborian,normal
trap_v8_verdant_05,프라이멀 가디언 리액터 - 팽 트랩,trap,rare,verdant,2,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_verdant_06,아르보리아 리액터 - 월드루트 락,trap,epic,verdant,3,세계수권속 아르보리아,arborian,normal
trap_v8_verdant_07,프라이멀 가디언 리액터 - 원초의 결계,trap,common,verdant,2,원초수호 프라이멀 가디언,primal_guardian,normal
trap_v8_verdant_08,아르보리아 리액터 - 숲의 최후방어,trap,rare,verdant,2,세계수권속 아르보리아,arborian,normal
trap_v8_void_01,이클립시온 리액터 - 그레이브 리콜,trap,common,void,2,일식공명 이클립시온,eclipsion,normal
trap_v8_void_02,녹턴 미라주 리액터 - 실버 베일,trap,rare,void,2,월영환상 녹턴 미라주,nocturne,normal
trap_v8_void_03,어비스 리퍼 리액터 - 보이드 바이트,trap,epic,void,3,심연포식 어비스 리퍼,abyss_reaper,normal
trap_v8_void_04,이클립시온 리액터 - 공명 차단,trap,common,void,2,일식공명 이클립시온,eclipsion,normal
trap_v8_void_05,녹턴 미라주 리액터 - 녹턴 카운터,trap,rare,void,2,월영환상 녹턴 미라주,nocturne,normal
trap_v8_void_06,어비스 리퍼 리액터 - 네더 리버스,trap,epic,void,3,심연포식 어비스 리퍼,abyss_reaper,normal
trap_v8_void_07,이클립시온 리액터 - 네메시스 미러,trap,common,void,2,일식공명 이클립시온,eclipsion,normal
trap_v8_void_08,녹턴 미라주 리액터 - 미스트 룸,trap,rare,void,2,월영환상 녹턴 미라주,nocturne,normal
trap_v8_neutral_01,카이저기어 리액터 - 이머전시 셸,trap,common,neutral,2,황제기갑 카이저기어,kaisergear,normal
trap_v8_neutral_02,루미나이츠 리액터 - 가디언 인터셉트,trap,rare,neutral,2,성휘전대 루미나이츠,luminaknights,normal
trap_v8_neutral_03,템페스트 드라이브 리액터 - 브레이크 체크,trap,epic,neutral,3,천뢰기동 템페스트 드라이브,tempest_drive,normal
trap_v8_neutral_04,카이저기어 리액터 - 리버스 기어,trap,common,neutral,2,황제기갑 카이저기어,kaisergear,normal
trap_v8_neutral_05,루미나이츠 리액터 - 리플렉트 실드,trap,rare,neutral,2,성휘전대 루미나이츠,luminaknights,normal
trap_v8_neutral_06,템페스트 드라이브 리액터 - 리버스 볼트,trap,common,neutral,2,천뢰기동 템페스트 드라이브,tempest_drive,normal
trap_v8_neutral_07,카이저기어 리액터 - 아머드 카운터,trap,common,neutral,2,황제기갑 카이저기어,kaisergear,normal
trap_v8_neutral_08,루미나이츠 리액터 - 포메이션 브레이크,trap,epic,neutral,3,성휘전대 루미나이츠,luminaknights,normal
fusion_v8_01,루미나이츠 크로스 - 그랜드 솔,fusion,legendary,solar,7,성휘전대 루미나이츠,luminaknights,fusion
fusion_v8_02,카이저기어 크로스 - 기가 카이저,fusion,epic,storm,6,황제기갑 카이저기어,kaisergear,fusion
fusion_v8_03,이클립시온 크로스 - 크로노 레비아탄,fusion,epic,verdant,6,일식공명 이클립시온,eclipsion,fusion
fusion_v8_04,녹턴 미라주 크로스 - 풀문 디바,fusion,epic,solar,6,월영환상 녹턴 미라주,nocturne,fusion
fusion_v8_05,아르보리아 크로스 - 월드루트 킹,fusion,legendary,void,7,세계수권속 아르보리아,arborian,fusion
fusion_v8_06,템페스트 드라이브 크로스 - 볼트 카이저,fusion,epic,verdant,6,천뢰기동 템페스트 드라이브,tempest_drive,fusion
fusion_v8_07,어비스 리퍼 크로스 - 어비스 타이런트,fusion,epic,solar,6,심연포식 어비스 리퍼,abyss_reaper,fusion
fusion_v8_08,프라이멀 가디언 크로스 - 프라이멀 킹,fusion,epic,storm,6,원초수호 프라이멀 가디언,primal_guardian,fusion
fusion_v8_09,루미나이츠 크로스 - 하이퍼 노바,fusion,legendary,void,7,성휘전대 루미나이츠,luminaknights,fusion
fusion_v8_10,카이저기어 크로스 - 오메가 프레임,fusion,epic,solar,6,황제기갑 카이저기어,kaisergear,fusion
fusion_v8_11,이클립시온 크로스 - 아스트라 드래곤,fusion,epic,lunar,6,일식공명 이클립시온,eclipsion,fusion
fusion_v8_12,녹턴 미라주 크로스 - 미러 퀸,fusion,epic,verdant,6,월영환상 녹턴 미라주,nocturne,fusion
fusion_v8_13,아르보리아 크로스 - 가이아 드래곤,fusion,legendary,neutral,7,세계수권속 아르보리아,arborian,fusion
fusion_v8_14,템페스트 드라이브 크로스 - 라이트닝 노바,fusion,epic,solar,6,천뢰기동 템페스트 드라이브,tempest_drive,fusion
fusion_v8_15,어비스 리퍼 크로스 - 그레이브 킹,fusion,epic,storm,6,심연포식 어비스 리퍼,abyss_reaper,fusion
fusion_v8_16,프라이멀 가디언 크로스 - 토템 타이탄,fusion,epic,lunar,6,원초수호 프라이멀 가디언,primal_guardian,fusion
fusion_v8_17,어비스 리퍼 크로스 - 보이드 리바이어던,fusion,legendary,neutral,7,심연포식 어비스 리퍼,abyss_reaper,fusion
fusion_v8_18,카이저기어 크로스 - 임페리얼 타이탄,fusion,epic,solar,6,황제기갑 카이저기어,kaisergear,fusion
fusion_v8_19,이클립시온 크로스 - 리프트 제로,fusion,epic,storm,6,일식공명 이클립시온,eclipsion,fusion
fusion_v8_20,녹턴 미라주 크로스 - 녹턴 마제스티,fusion,legendary,verdant,7,월영환상 녹턴 미라주,nocturne,fusion
evolution_v8_01,루미나이츠 어센드 - 아크 브레이버,evolution,epic,solar,5,성휘전대 루미나이츠,luminaknights,evolution
evolution_v8_02,카이저기어 어센드 - 아틀라스 기어,evolution,epic,lunar,5,황제기갑 카이저기어,kaisergear,evolution
evolution_v8_03,이클립시온 어센드 - 오메가 레조넌트,evolution,epic,storm,5,일식공명 이클립시온,eclipsion,evolution
evolution_v8_04,녹턴 미라주 어센드 - 드림 이클립스,evolution,epic,verdant,5,월영환상 녹턴 미라주,nocturne,evolution
evolution_v8_05,아르보리아 어센드 - 크라운 트렌트,evolution,epic,void,5,세계수권속 아르보리아,arborian,evolution
evolution_v8_06,템페스트 드라이브 어센드 - 제타 오버로드,evolution,legendary,neutral,7,천뢰기동 템페스트 드라이브,tempest_drive,evolution
evolution_v8_07,어비스 리퍼 어센드 - 네더 드래곤,evolution,epic,solar,5,심연포식 어비스 리퍼,abyss_reaper,evolution
evolution_v8_08,프라이멀 가디언 어센드 - 와일드 드래곤,evolution,epic,lunar,5,원초수호 프라이멀 가디언,primal_guardian,evolution
evolution_v8_09,루미나이츠 어센드 - 오메가 레이,evolution,epic,storm,5,성휘전대 루미나이츠,luminaknights,evolution
evolution_v8_10,카이저기어 어센드 - 크라운 드라이버,evolution,epic,verdant,5,황제기갑 카이저기어,kaisergear,evolution
evolution_v8_11,이클립시온 어센드 - 이클립스 타이런트,evolution,epic,void,5,일식공명 이클립시온,eclipsion,evolution
evolution_v8_12,녹턴 미라주 어센드 - 루나 팬텀,evolution,legendary,neutral,7,월영환상 녹턴 미라주,nocturne,evolution
evolution_v8_13,아르보리아 어센드 - 아르보리아 타이탄,evolution,epic,solar,5,세계수권속 아르보리아,arborian,evolution
evolution_v8_14,템페스트 드라이브 어센드 - 스톰 브레이커,evolution,epic,lunar,5,천뢰기동 템페스트 드라이브,tempest_drive,evolution
evolution_v8_15,어비스 리퍼 어센드 - 블랙 리퍼 제로,evolution,epic,storm,5,심연포식 어비스 리퍼,abyss_reaper,evolution
evolution_v8_16,프라이멀 가디언 어센드 - 테라 베히모스,evolution,epic,verdant,5,원초수호 프라이멀 가디언,primal_guardian,evolution
evolution_v8_17,루미나이츠 어센드 - 엑시드 세이버,evolution,epic,void,5,성휘전대 루미나이츠,luminaknights,evolution
evolution_v8_18,카이저기어 어센드 - 그랜드 포트리스,evolution,legendary,neutral,7,황제기갑 카이저기어,kaisergear,evolution
evolution_v8_19,이클립시온 어센드 - 엔드 브링어,evolution,epic,solar,5,일식공명 이클립시온,eclipsion,evolution
evolution_v8_20,녹턴 미라주 어센드 - 실버 오라클,evolution,legendary,lunar,7,월영환상 녹턴 미라주,nocturne,evolution
v26_chronorium_unit_01,크로노리움 세컨드 랜서,unit,common,neutral,1,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_02,크로노리움 미닛 위버,unit,common,lunar,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_03,크로노리움 호로로그 가드,unit,common,storm,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_04,크로노리움 리와인드 블레이드,unit,common,neutral,4,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_05,크로노리움 스냅 러너,unit,common,lunar,5,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_06,크로노리움 이온 클레릭,unit,common,storm,1,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_07,크로노리움 타임 오라클,unit,common,neutral,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_08,크로노리움 제로아워 집행관,unit,common,lunar,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_09,크로노리움 틱 가디언,unit,rare,storm,4,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_10,크로노리움 크로노 샷,unit,rare,neutral,5,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_11,크로노리움 에포크 세이버,unit,rare,lunar,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_12,크로노리움 루프 메이지,unit,rare,storm,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_13,크로노리움 타임락 센티널,unit,rare,neutral,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_14,크로노리움 델타 워처,unit,rare,lunar,4,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_15,크로노리움 리버스 나이트,unit,rare,storm,5,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_16,크로노리움 아워글라스 비숍,unit,epic,neutral,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_17,크로노리움 모먼트 드라군,unit,epic,lunar,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_18,크로노리움 패러독스 워든,unit,epic,storm,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_19,크로노리움 에이지 브레이커,unit,epic,neutral,4,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_20,크로노리움 이터널 캡틴,unit,epic,lunar,5,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_21,크로노리움 크로노스 레갈리아,unit,legendary,storm,7,시간성전 크로노리움,chronorium,normal
v26_chronorium_unit_22,크로노리움 제로월드 아비터,unit,legendary,neutral,6,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_01,크로노리움 오더 - 퀵 스타트,spell,common,lunar,1,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_02,크로노리움 오더 - 리와인드 코드,spell,common,storm,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_03,크로노리움 오더 - 스톱 더 모먼트,spell,rare,neutral,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_04,크로노리움 오더 - 초침 가속,spell,rare,lunar,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_05,크로노리움 오더 - 타임 시프트,spell,rare,storm,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_06,크로노리움 오더 - 패러독스 루프,spell,epic,neutral,4,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_07,크로노리움 오더 - 영겁의 윤환,spell,epic,lunar,5,시간성전 크로노리움,chronorium,normal
v26_chronorium_spell_08,크로노리움 오더 - 최후시각 00:00,spell,legendary,storm,6,시간성전 크로노리움,chronorium,normal
v26_chronorium_trap_01,크로노리움 리액터 - 지연 발동,trap,common,storm,1,시간성전 크로노리움,chronorium,normal
v26_chronorium_trap_02,크로노리움 리액터 - 스톱워치 봉인,trap,common,neutral,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_trap_03,크로노리움 리액터 - 리버스 타이밍,trap,rare,lunar,2,시간성전 크로노리움,chronorium,normal
v26_chronorium_trap_04,크로노리움 리액터 - 시간차 매복,trap,rare,storm,3,시간성전 크로노리움,chronorium,normal
v26_chronorium_trap_05,크로노리움 리액터 - 영원의 감옥,trap,epic,neutral,4,시간성전 크로노리움,chronorium,normal
v26_chronorium_trap_06,크로노리움 리액터 - 파이널 카운트,trap,legendary,lunar,5,시간성전 크로노리움,chronorium,normal
v26_chronorium_fusion_01,크로노리움 크로스 - 패러독스 드래곤,fusion,epic,neutral,6,시간성전 크로노리움,chronorium,fusion
v26_chronorium_fusion_02,크로노리움 크로스 - 이터널 레귤레이터,fusion,legendary,lunar,7,시간성전 크로노리움,chronorium,fusion
v26_chronorium_evolution_01,크로노리움 어센드 - 제로아워 엠페러,evolution,epic,lunar,6,시간성전 크로노리움,chronorium,evolution
v26_chronorium_evolution_02,크로노리움 어센드 - 크로노스 오메가,evolution,legendary,storm,7,시간성전 크로노리움,chronorium,evolution
v26_arcana_protocol_unit_01,아르카나 프로토콜 룬 스크라이브,unit,common,lunar,1,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_02,아르카나 프로토콜 마나 리더,unit,common,void,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_03,아르카나 프로토콜 헥스 페이지,unit,common,neutral,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_04,아르카나 프로토콜 아스트랄 리브라,unit,common,lunar,4,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_05,아르카나 프로토콜 오브 위스퍼러,unit,common,void,5,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_06,아르카나 프로토콜 세븐스 시커,unit,common,neutral,1,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_07,아르카나 프로토콜 그리모어 가드,unit,common,lunar,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_08,아르카나 프로토콜 마기아 링크러,unit,common,void,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_09,아르카나 프로토콜 펜타클 메이지,unit,rare,neutral,4,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_10,아르카나 프로토콜 아케인 레이더,unit,rare,lunar,5,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_11,아르카나 프로토콜 룬 브레이커,unit,rare,void,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_12,아르카나 프로토콜 미스틱 큐레이터,unit,rare,neutral,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_13,아르카나 프로토콜 소울 인덱서,unit,rare,lunar,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_14,아르카나 프로토콜 위치 크래프터,unit,rare,void,4,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_15,아르카나 프로토콜 포뮬러 나이트,unit,rare,neutral,5,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_16,아르카나 프로토콜 오컬트 아카이비스트,unit,epic,lunar,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_17,아르카나 프로토콜 마나 엑시큐터,unit,epic,void,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_18,아르카나 프로토콜 아르카넘 프리스트,unit,epic,neutral,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_19,아르카나 프로토콜 시질 마스터,unit,epic,lunar,4,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_20,아르카나 프로토콜 코덱스 소버린,unit,epic,void,5,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_21,아르카나 프로토콜 그랜드 마기스터,unit,legendary,neutral,7,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_unit_22,아르카나 프로토콜 프로토콜 오메가,unit,legendary,lunar,6,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_01,아르카나 프로토콜 오더 - 룬 인덱싱,spell,common,void,1,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_02,아르카나 프로토콜 오더 - 그리모어 오픈,spell,common,neutral,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_03,아르카나 프로토콜 오더 - 마나 리라이트,spell,rare,lunar,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_04,아르카나 프로토콜 오더 - 아스트랄 계산식,spell,rare,void,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_05,아르카나 프로토콜 오더 - 세븐스 포뮬러,spell,rare,neutral,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_06,아르카나 프로토콜 오더 - 프로토콜 오버라이드,spell,epic,lunar,4,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_07,아르카나 프로토콜 오더 - 아르카넘 리콜,spell,epic,void,5,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_spell_08,아르카나 프로토콜 오더 - 금단규약 제13식,spell,legendary,neutral,6,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_trap_01,아르카나 프로토콜 리액터 - 룬 카운터,trap,common,neutral,1,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_trap_02,아르카나 프로토콜 리액터 - 마나 실링,trap,common,lunar,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_trap_03,아르카나 프로토콜 리액터 - 시질 리버설,trap,rare,void,2,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_trap_04,아르카나 프로토콜 리액터 - 그리모어 트랩,trap,rare,neutral,3,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_trap_05,아르카나 프로토콜 리액터 - 프로토콜 차단,trap,epic,lunar,4,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_trap_06,아르카나 프로토콜 리액터 - 금서 봉인진,trap,legendary,void,5,마도규약 아르카나 프로토콜,arcana_protocol,normal
v26_arcana_protocol_fusion_01,아르카나 프로토콜 크로스 - 그리모어 세라프,fusion,epic,lunar,6,마도규약 아르카나 프로토콜,arcana_protocol,fusion
v26_arcana_protocol_fusion_02,아르카나 프로토콜 크로스 - 금단의 아카나,fusion,legendary,void,7,마도규약 아르카나 프로토콜,arcana_protocol,fusion
v26_arcana_protocol_evolution_01,아르카나 프로토콜 어센드 - 마기스터 제로,evolution,epic,void,6,마도규약 아르카나 프로토콜,arcana_protocol,evolution
v26_arcana_protocol_evolution_02,아르카나 프로토콜 어센드 - 프로토콜 인피니티,evolution,legendary,neutral,7,마도규약 아르카나 프로토콜,arcana_protocol,evolution
v26_beastforge_unit_01,비스트포지 팽 스카우트,unit,common,verdant,1,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_02,비스트포지 혼 러너,unit,common,solar,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_03,비스트포지 클로 브루저,unit,common,neutral,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_04,비스트포지 아이언 울프,unit,common,verdant,4,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_05,비스트포지 브론즈 라이노,unit,common,solar,5,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_06,비스트포지 엠버 타이거,unit,common,neutral,1,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_07,비스트포지 가이아 베어,unit,common,verdant,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_08,비스트포지 스틸 호크,unit,common,solar,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_09,비스트포지 바이트 랜서,unit,rare,neutral,4,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_10,비스트포지 와일드 메카닉,unit,rare,verdant,5,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_11,비스트포지 코어 라이온,unit,rare,solar,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_12,비스트포지 기어 보어,unit,rare,neutral,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_13,비스트포지 썬더 재규어,unit,rare,verdant,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_14,비스트포지 포지 맘모스,unit,rare,solar,4,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_15,비스트포지 크롬 와이번,unit,rare,neutral,5,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_16,비스트포지 야수장갑 세이버,unit,epic,verdant,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_17,비스트포지 메탈 그리즐리,unit,epic,solar,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_18,비스트포지 베히모스 드라이버,unit,epic,neutral,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_19,비스트포지 알파 프레데터,unit,epic,verdant,4,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_20,비스트포지 타이탄 팽,unit,epic,solar,5,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_21,비스트포지 비스트 카이저,unit,legendary,neutral,7,야수기갑 비스트포지,beastforge,normal
v26_beastforge_unit_22,비스트포지 포지 레비아탄,unit,legendary,verdant,6,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_01,비스트포지 오더 - 야수코어 점화,spell,common,solar,1,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_02,비스트포지 오더 - 클로 업그레이드,spell,common,neutral,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_03,비스트포지 오더 - 아이언 하울,spell,rare,verdant,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_04,비스트포지 오더 - 와일드 싱크,spell,rare,solar,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_05,비스트포지 오더 - 포지 리페어,spell,rare,neutral,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_06,비스트포지 오더 - 베히모스 드라이브,spell,epic,verdant,4,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_07,비스트포지 오더 - 프레데터 코드,spell,epic,solar,5,야수기갑 비스트포지,beastforge,normal
v26_beastforge_spell_08,비스트포지 오더 - 비스트포지 오버클래드,spell,legendary,neutral,6,야수기갑 비스트포지,beastforge,normal
v26_beastforge_trap_01,비스트포지 리액터 - 아이언 스네어,trap,common,neutral,1,야수기갑 비스트포지,beastforge,normal
v26_beastforge_trap_02,비스트포지 리액터 - 와일드 카운터,trap,common,verdant,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_trap_03,비스트포지 리액터 - 비스트 셸,trap,rare,solar,2,야수기갑 비스트포지,beastforge,normal
v26_beastforge_trap_04,비스트포지 리액터 - 포지 리액터,trap,rare,neutral,3,야수기갑 비스트포지,beastforge,normal
v26_beastforge_trap_05,비스트포지 리액터 - 타이탄 브레이크,trap,epic,verdant,4,야수기갑 비스트포지,beastforge,normal
v26_beastforge_trap_06,비스트포지 리액터 - 카이저 하울링 월,trap,legendary,solar,5,야수기갑 비스트포지,beastforge,normal
v26_beastforge_fusion_01,비스트포지 크로스 - 기갑 키메라,fusion,epic,verdant,6,야수기갑 비스트포지,beastforge,fusion
v26_beastforge_fusion_02,비스트포지 크로스 - 메탈 베히모스,fusion,legendary,solar,7,야수기갑 비스트포지,beastforge,fusion
v26_beastforge_evolution_01,비스트포지 어센드 - 프레데터 카이저,evolution,epic,solar,6,야수기갑 비스트포지,beastforge,evolution
v26_beastforge_evolution_02,비스트포지 어센드 - 오메가 레비아탄,evolution,legendary,neutral,7,야수기갑 비스트포지,beastforge,evolution
v26_phantom_carnival_unit_01,팬텀 카니발 마스크 러너,unit,common,void,1,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_02,팬텀 카니발 미러 피에로,unit,common,lunar,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_03,팬텀 카니발 베일 댄서,unit,common,storm,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_04,팬텀 카니발 섀도 저글러,unit,common,void,4,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_05,팬텀 카니발 루나 마임,unit,common,lunar,5,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_06,팬텀 카니발 트릭 나이트,unit,common,storm,1,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_07,팬텀 카니발 커튼 콜러,unit,common,void,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_08,팬텀 카니발 팬텀 딜러,unit,common,lunar,3,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_09,팬텀 카니발 나이트 퍼펫,unit,rare,storm,4,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_10,팬텀 카니발 스펙터 링마스터,unit,rare,void,5,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_11,팬텀 카니발 에코 매지션,unit,rare,lunar,2,몽환극단 팬텀 카니발,phantom_carnival,normal
v26_phantom_carnival_unit_12,팬텀 카니발 미드나이트 클라운,unit,rare,storm,2,몽환극단 팬텀 카니발,phantom_carnival,normal
